"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-03","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.2","","","","1"
"2016-04","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.6","","","","1"
"2016-05","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.0","","","","1"
"2016-06","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.5","","","","1"
"2016-07","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.1","","","","1"
"2016-08","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","13.8","","","","1"
"2016-09","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.1","","","","1"
"2016-10","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.2","","","","1"
"2016-11","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.3","","","","1"
"2016-12","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.9","","","","1"
"2017-01","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.7","","","","1"
"2017-02","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.3","","","","1"
"2017-03","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.4","","","","1"
"2017-04","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.9","","","","1"
"2017-05","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.2","","","","1"
"2017-06","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.7","","","","1"
"2017-07","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","14.6","","","","1"
"2017-08","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.5","","","","1"
"2017-09","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.1","","","","1"
"2017-10","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.2","","","","1"
"2017-11","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.0","","","","1"
"2017-12","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.9","","","","1"
"2018-01","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.7","","","","1"
"2018-02","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.6","","","","1"
"2018-03","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.6","","","","1"
"2018-04","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.0","","","","1"
"2018-05","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.1","","","","1"
"2018-06","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.9","","","","1"
"2018-07","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","17.2","","","","1"
"2018-08","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","17.3","","","","1"
"2018-09","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.4","","","","1"
"2018-10","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.6","","","","1"
"2018-11","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.6","","","","1"
"2018-12","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.7","","","","1"
"2019-01","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.7","","","","1"
"2019-02","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.0","","","","1"
"2019-03","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.3","","","","1"
"2019-04","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.6","","","","1"
"2019-05","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.7","","","","1"
"2019-06","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.3","","","","1"
"2019-07","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.0","","","","1"
"2019-08","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.2","","","","1"
"2019-09","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","17.2","","","","1"
"2019-10","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.7","","","","1"
"2019-11","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.6","","","","1"
"2019-12","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","15.6","","","","1"
"2020-01","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","17.4","","","","1"
"2020-02","Newfoundland and Labrador","2016A000210","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057635","2.14.1.1","16.9","","","","1"
"2016-02","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","38.5","","","","1"
"2016-03","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","38.3","","","","1"
"2016-04","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","38.3","","","","1"
"2016-05","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","39.0","","","","1"
"2016-06","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","39.3","","","","1"
"2016-07","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","39.3","","","","1"
"2016-08","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","39.8","","","","1"
"2016-09","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","40.4","","","","1"
"2016-10","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","40.1","","","","1"
"2016-11","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","39.3","","","","1"
"2016-12","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","40.0","","","","1"
"2017-01","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","40.4","","","","1"
"2017-02","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","39.2","","","","1"
"2017-03","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","40.2","","","","1"
"2017-04","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","41.1","","","","1"
"2017-05","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","40.5","","","","1"
"2017-06","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","39.9","","","","1"
"2017-07","Newfoundland and Labrador","2016A000210","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057636","2.15.1.1","38.7","","","","1"
